-0.134248	51.513647
-0.134211	51.513824
-0.134189	51.513182
-0.134182	51.512171
-0.134182	51.51356
-0.134182	51.514321
-0.13416	51.514289
-0.134145	51.513688
-0.134123	51.51346
-0.134087	51.514353
-0.134072	51.514316
-0.134065	51.513556
-0.134028	51.511971
-0.134014	51.513469
-0.133999	51.511925
-0.133933	51.512372
-0.133919	51.514439
-0.133904	51.514348
-0.133845	51.512827
-0.133845	51.514398
-0.133831	51.514462
-0.133794	51.512349
-0.133787	51.512426
-0.133743	51.514489
-0.133721	51.514435
-0.133662	51.514512
-0.133575	51.514539
-0.133516	51.513068
-0.133472	51.514517
-0.133436	51.511616
-0.13337	51.514544
-0.133318	51.513078
-0.133297	51.513164
-0.13296	51.513173
-0.132777	51.51106
-0.13277	51.512973
-0.132528	51.510973
